iter	Logloss
221	0.1371029816
222	0.1360474026
223	0.1351863642
224	0.1340728455
225	0.1331487822
226	0.1320710298
227	0.1310490155
228	0.1302091744
229	0.1291470139
230	0.1281386292
231	0.1273867018
232	0.126358087
233	0.125319959
234	0.1247106618
235	0.1237925445
236	0.1228714771
237	0.1220618109
238	0.1212669512
239	0.1204762222
240	0.1197923495
241	0.1188845903
242	0.1180044267
243	0.1172174843
244	0.11640946
245	0.1152704682
246	0.1144102715
247	0.1135915782
248	0.1126933379
249	0.111641295
250	0.1106026551
251	0.1096221725
252	0.1086934467
253	0.1078635731
254	0.1071075082
255	0.1062274998
256	0.1053401038
257	0.1045210443
258	0.1037694971
259	0.103294716
260	0.1025792351
261	0.1017198797
262	0.1012638117
263	0.1004168302
264	0.09942969134
265	0.09860087735
266	0.09764372498
267	0.09676935351
268	0.09595729779
269	0.09513360596
270	0.09425571541
271	0.09349426996
272	0.09263957956
273	0.09166800755
274	0.09090972611
275	0.08987722083
276	0.08906010107
277	0.0883593063
278	0.08752761264
279	0.08683219777
280	0.0860695401
281	0.08522062301
282	0.08461075417
283	0.08392323903
284	0.08321764699
285	0.08249054627
286	0.08181498376
287	0.0810962919
288	0.0805159004
289	0.07990705523
290	0.07915892941
291	0.07858282557
292	0.0780144973
293	0.07727864263
294	0.07662163007
295	0.07597913961
296	0.07540523902
297	0.07478786795
298	0.07407696355
299	0.07335826756
300	0.07265124887
301	0.07200923955
302	0.07139462586
303	0.07082106091
304	0.07033008165
305	0.06946254861
306	0.06894737471
307	0.06832465209
308	0.06765444342
309	0.06686022711
310	0.06614581742
311	0.06559097507
312	0.06501629041
313	0.06452734025
314	0.06396695876
315	0.06334414495
316	0.06274311923
317	0.06216296598
318	0.06167448391
319	0.0611953648
320	0.06076462383
321	0.06028666316
322	0.05986685752
323	0.05930821002
324	0.05881874304
325	0.05821684513
326	0.05774067938
327	0.05727695662
328	0.05674864711
329	0.0562928858
330	0.05575841613
331	0.05526298276
332	0.05481565218
333	0.05427591186
334	0.05392647322
335	0.05340500682
336	0.05296822401
337	0.05249372713
338	0.05208022132
339	0.05151850238
340	0.05106032138
341	0.05060257003
342	0.05024299443
343	0.04974037861
344	0.04939198548
345	0.04904296517
346	0.04869874896
347	0.04831901686
348	0.04787536396
349	0.04755079862
